,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
856,5200000,"Sector-Pi, Greater Noida, Delhi NCR",1050,28.4737346,77.5413219,2,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",4952.380952
857,4350000,"Sector 78, Faridabad, Sector 78, Faridabad, Delhi NCR",1100,28.38413776,77.36817314,2,2,2,Ready to Move,Resale,1,,2,omaxe world street,Individual House,"


                                Omaxe New Heights one of the best residential project which has been deliberately launched by Omaxe Group. This is an elegant residential development located at sector78 of Greater Faridabad. The project brings 2BHK, 2BHK along with study room and 3BHK apartments that are having area sizes of 953, 1153 and 1495 sq. ft. area respectively. The possession of the project will be handed over by the year 2014. The project is deliberately placed on 60 meter wide sector road. This is an integrated gated group housing society that is comprised with various ultramodern facilities and highend features
                            
more

",3954.545455
858,7500000,"Sector 37D, Gurgaon, Delhi NCR",1485,28.447828,76.970377,3,3,3,Ready to Move,Resale,,,,High Rise Buildings.,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property close to Cyber hub. Please contact for more details.
                    
                ",5050.505051
859,4000000,"Phi 2, Greater Noida, Delhi NCR",850,28.4469189,77.517486,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",4705.882353
860,3100000,"NH 24, Ghaziabad, Delhi NCR",840,28.685449,77.5092258,2,2,2,Ready to Move,Resale,1,,7,,Flat,"
",3690.47619
861,10500000,"Sector 9, Gurgaon, Delhi NCR",1500,28.466682,76.9997245,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",7000
862,3800000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",995,28.70336119,77.42396147,2,2,,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",3819.095477
863,3200000,"Mahagunpuram, Ghaziabad, Delhi NCR",1045,28.66605568,77.47985077,2,2,3,Ready to Move,Resale,,Semi-Furnished,,Colombia Hospital,Flat,"
                    
                    
                    
                       1045 sq ft corner flat with very good view and open car parking. Society has all the
                    
                ",3062.200957
864,4000000,"Sector 137, Noida, Delhi NCR",890,28.51183419,77.41127367,2,2,3,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",4494.382022
865,16000000,"Sector 51, Gurgaon, Delhi NCR",1700,28.4287815,77.0661409,4,4,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",9411.764706
866,3900000,"Crossings Republik, Ghaziabad, Delhi NCR",1105,28.630654,77.436644,2,2,,Ready to Move,Resale,,,,,Flat,"
",3529.411765
867,4200000,"Ace Platinum, Zeta I, Greater Noida, Uttar Pradesh 201306, Zeta 1, Greater Noida, Delhi NCR",1150,28.49937354,77.51894613,2,2,3,Ready to Move,Resale,1,,4,,Flat,"
                    
                    
                    
                       all type of market is available at walking distance
                    
                ",3652.173913
868,3900000,"Near Grads international School, Eta 2, Greater Noida, Delhi NCR",1165,28.496992,77.537536,3,2,3,,Resale,,Semi-Furnished,,Grads international School,Flat,"
                    
                    
                    
                       International Construction Technology
                    
                ",3347.639485
869,6890000,"M3M Woodshire, Sector 107, Gurgaon, Delhi NCR",1366,28.514908,76.974388,2,2,2,Ready to Move,Resale,1,,3,"Hospital 3.5KM, Blue Bells School 3KM, Gurgaon Railway 2KM, Metro 5KM",Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered an area of 1366 sq-ft, it is a good location property. Please contact for more details.
                    
                ",5043.923865
870,3000000,"Vipin Garden near by Metro station, Sainik Nagar-Nawada, New Delhi - West, Delhi NCR",600,28.621087,77.0252325,2,2,1,,Resale,,Semi-Furnished,,,Flat,"
",5000
871,7000000,"1403, Sector 13 Vasundhara, Ghaziabad, Delhi NCR",1200,28.6543295,77.3646575,3,2,2,Ready to Move,Resale,3,Furnished,2,,Flat,"
                    
                    
                    
                       This property has covered area also which can use as a terrace with two balcony near by metro station Vaishali just 3 Km
                    
                ",5833.333333
872,5700000,"C-16, Greater Noida, Delhi NCR",1400,28.453581,77.556221,4,4,3,Ready to Move,Resale,,,,,Flat,"
",4071.428571
873,6000000,"Phi 2, Greater Noida, Delhi NCR",1650,28.4469189,77.517486,3,2,3,Ready to Move,Resale,1,,0,Kendriya Vihar school is less than a km,Flat,"
                    
                    
                    
                       Beautifully designed 3 BHK duplex flat in a low rise building. Only 4 apartments on one floor. Drawing, Dining, Kitchen, 1 balcony and 1 washroom on lower floor. 2 bedrooms, 2 balconies, 1 washroom on upper floor.
                    
                ",3636.363636
874,3300000,"Indirapuram, Ghaziabad, Delhi NCR",850,28.6493479,77.3696259,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,"


                                  Builder Floor Apartment is located at the advantageous 1st floor in a tower of total 3 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. The location has easy access to, Oriental Bank (0 km ), Scope Hospital (0 km ), Omaxe Mall (1 km ) and Babu Banarsi Das College (3 km ). 
                            
more

",3882.352941
875,11000000,"Sohna Sector 32, Gurgaon, Sector 32 Sohna, Gurgaon, Delhi NCR",1789,28.251834,77.067419,3,3,4,,Resale,4,Semi-Furnished,,Near by gd goenka world school,Flat,"


                                Nestled in one of the wellplanned society named Central Park Flower Valley with easy connectivity to various parts of the city this impeccably crafted 3 BHK flat for sale in Sector 32 Sohna , Gurgaon is truly worth purchasing.Property SpecificationsPresently, this residential property is still under construction and is available for possession by January 2020. Approved by Haryana Urban Development Authority, this exclusive 3 BHK flat is positioned on the 4th floorWith its favourable east facing, this residential flat enjoys abundant sunlight and ventilation all along
                            
more

",6148.686417
876,8000000,"New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",1150,28.62867165,77.30213165,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Near By St. Andrew school,Flat,"
                    
                    
                    
                       This is Commercial shop available for rent in indraprastha extension Patparganj Delhi. This is on ground floor. nice location
                    
                ",6956.521739
877,4800000,"New Delhi, Kiran Garden, New Delhi - West, Delhi NCR",900,28.61848831,77.04781342,3,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       3 Bhk BUILDER FLOOR WITH LIFT COVERED CAR PARKING EAST FACING PROPERTY 3 BED ROOMS AND 2 BATHROOMS 1 SEMIFURNISHED MODULER KITCHEN 2 minutes WALKING FROM NAWADA METRO STATION JUST OPPOSITE METRO PILLER NO 722
                    
                ",5333.333333
878,7000000,"Rampuri, Ghaziabad, Delhi NCR",1200,28.6692791,77.33071899,3,2,2,Ready to Move,Resale,,Semi-Furnished,,"Both Anand Vihar, and Dilshad Garden Metro station is about 1.5 km.",Flat,"
                    
                    
                    
                       This is a 3BHK at flat on first floor with covered car parking. It is on main road of 120 feet wide. Semi furnished. Very close to market. You can purchase everything there only. Surya Nagar Jain temple is walking distance from this. Prime Location.
                    
                ",5833.333333
879,4800000,"Greater Noida West, Greater Noida, Delhi NCR",1245,28.606945,77.45557857,3,2,4,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                        This Multistorey Apartment is located at 18th floor in a building of total 25 floors. 
                    
                ",3855.421687
880,4500000,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1000,28.6900486,77.3405361,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",4500
881,4300000,"CBR Chwok, aya nagar, Aya Nagar, New Delhi - South, Delhi NCR",1120,28.4706925,77.127446,3,2,2,Ready to Move,Resale,1,Semi-Furnished,0,"Arjangarh Metro Station, New Delhi",Flat,"


                                The Value of this Apartment is approx 43 Lac. It lies on third floor out of 4 floors in its building and is also airy and spacious. It is a 3 bedroom flat, 2 bathroom and two balcony covered two bed room and one spacious drawing cum dining room along with one covered car parking located in Aya Nagar. It has an area of 1120 Sq-ft. Modular Kitchen. 2 full size Wooden Almirah in two bed room
                            
more

",3839.285714
882,3500000,"Sahibabad, Ghaziabad, Delhi NCR",891,28.6644882,77.3474938,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                        This spacious Builder Floor Apartment is located at 2nd floor in a tower of total 2 floors. Prime facilities are easily accessible from this place with Oriental Bank of Commerce (1 km ). Other key neighbourhood are Delhi College of Studies (1 km ). 
                    
                ",3928.170595
883,5000000,"Gyan Khand 1, Ghaziabad, Delhi NCR",1300,28.641779,77.3502969,3,2,,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
                    
                    
                    
                        This Builder Floor Apartment is located at Ground floor in a building of total 3 floors. This spacious Builder Floor Apartment was constructed approx. 5 to 10 years years back. 
                    
                ",3846.153846
884,3800000,"D-38A, Top Floor, Shyam Nagar, Vishnu garden, New Delhi-110018, Shyam Nagar, New Delhi - West, Delhi NCR",675,28.6475563,77.10384369,2,2,2,Ready to Move,Resale,,Semi-Furnished,,sheetla mata mandir and indian banks,Flat,"
                    
                    
                    
                       nearest metro is just 500 metres away, neatest market is only 100 metres away, Tilak nagar main market is 500 m away, good and friendly neighbours, security guards in nights,very close to pacific mall subhash nagar,
                    
                ",5629.62963
885,7000000,"Techzone 4, Greater Noida, Delhi NCR",1610,28.5859957,77.4338341,3,3,5,Ready to Move,Resale,,Unfurnished,,,Flat,"
",4347.826087
886,8000000,"Sector 82, Faridabad, Delhi NCR",2032,28.3926115,77.3573515,3,4,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",3937.007874
887,11000000,"Sector 89A, Gurgaon, Delhi NCR",1750,28.4321283,76.9414616,3,3,,,Resale,,Semi-Furnished,,,Flat,"
",6285.714286
888,13000000,"Sector 74, Noida, Delhi NCR",2495,28.5783723,77.3873,4,5,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5210.420842
889,3700000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1150,28.70219771,77.4059697,2,2,,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 1150 sq-ft, it is a good location property. Please contact for more details.
                    
                ",3217.391304
890,5500000,"Shahdara, New Delhi - East, Delhi NCR",900,28.68249512,77.26712799,3,2,2,Ready to Move,Resale,,Unfurnished,,Rashan Office,Individual House,"
                    
                    
                    
                       Near By Metro Stations and walking distance to the market Near by Schools and temples
                    
                ",6111.111111
891,6000000,"Vasundhara, Ghaziabad, Delhi NCR",1100,28.659557,77.3747659,2,2,2,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"


                                Multistorey Apartment is located at the advantageous 3rd floor in a tower of total 3 floors. This spacious Multistorey Apartment was constructed approx. 15 to 20 years years back. The location has easy access to, Bank of Baroda (0 km ), Sun Rise Mall (1 km ), Bhagat Hospital (1 km ) and Vaishali Metro Station (4 km ).
                            
more

",5454.545455
892,3000000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",899,28.70405388,77.43733215,2,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",3337.041157
893,10500000,"Sector 77, Gurgaon, Delhi NCR",1822,28.3824895,76.9823169,3,3,2,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
                    
                    
                    
                       property is in a good locality
                    
                ",5762.897914
894,22500000,"chander nagar, Janakpuri, New Delhi - West, Delhi NCR",2000,28.6210537,77.0905304,3,3,1,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
                    
                    
                    
                       Builder floor apartment is available for sale. It covered area of 2000 sq-ft, it is a good location property. Please contact for moredetails.
                    
                ",11250
895,3550000,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",750,28.664996,77.3898739,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Near Amity international school,Individual House,"
                    
                    
                    
                       Its a very good location, on road in vasundhara sector 1,bearby market, 3top school nearby, metro within4km
                    
                ",4733.333333
896,3000000,"Lal Kuan, Ghaziabad, Delhi NCR",1125,28.6336095,77.4713825,2,2,,Ready to Move,Resale,1,Unfurnished,,,Flat,"
",2666.666667
897,4300000,"16th Park view, Gaur Yamuna city, Yamuna Expressway, Greater Noida, Delhi NCR",1270,28.309616,77.55859,2,2,3,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 1270 sq-ft, it is a good location property. Please contact for moreDetails.
                    
                ",3385.826772
898,6000000,"Gwal PahariGurugram, 122003, Gwal Pahari, Gurgaon - South, Delhi NCR",979,28.436305,77.13605,2,2,,Ready to Move,Resale,,,,,Flat,"
",6128.702758
899,5500000,"Dwarka Mor, New Delhi - West, Delhi NCR",1200,28.619316,77.033262,3,2,2,Ready to Move,Resale,1,Furnished,,,Flat,"
",4583.333333
900,10500000,"Sector 57 Block G, Gurgaon, Delhi NCR",1700,28.425727,77.0886735,3,3,2,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It covered area of 1700 sq-ft, it is a good location property. Please contact for more details.
                    
                ",6176.470588
901,9000000,"C-16, Greater Noida, C-16, Greater Noida, Delhi NCR",1810,28.453581,77.556221,4,3,4,Ready to Move,Resale,2,,3,Delhi-Meerut expressway is just 4 kms away,Flat,"
                    
                    
                    
                       Mahagun Mathan shares boundary with society wall. Gaur Global school is across the street.
                    
                ",4972.375691
902,7900000,"sector 10A, Sector 10 Vasundhara, Ghaziabad, Delhi NCR",1600,28.66301727,77.36760712,3,3,1,Ready to Move,Resale,,Furnished,,,Flat,"
",4937.5
903,5500000,"C 253 facing West side, pandav nagar, Pandav Nagar, New Delhi - East, Delhi NCR",900,28.610933,77.2739145,3,2,,Ready to Move,Resale,1,Unfurnished,,behind Radha Krishna Mandir,Flat,"
                    
                    
                    
                       100 mtrs from NH 24 Bus Stand, 400 mtrs from Akshardham Metro Station
                    
                ",6111.111111
904,12600000,"Sector 89A, Gurgaon, Delhi NCR",2150,28.437583,76.946194,3,3,4,,Resale,1,Semi-Furnished,2,,Flat,"
                    
                    
                    
                       Low Density Premium Project on Dwarka expressway in 11 acres having only 428 flats in 6 towers.
                    
                ",5860.465116
905,6850000,"Sector 86, Gurgaon, Sector 86, Gurgaon, Delhi NCR",1360,28.3981,76.93333,2,2,3,Ready to Move,Resale,804,,4,close to express way and proposed metro station,Flat,"
                    
                    
                    
                       near to all educational institutions, petrol pump, societies near by, mall near buy, shops within society
                    
                ",5036.764706
906,12000000,"Dwarka, New Delhi, Sector 6 Pocket 1 Dwarka, New Delhi - Dwarka, Delhi NCR",1300,28.59045062,77.06124353,2,2,1,Ready to Move,Resale,,,0,Adjacent super speciality hospital Manipal Hospital.,Individual House,"
                    
                    
                    
                       The property is a duplex type construction. 20 minutes to Delhi Airport T1 and T2 and T3 are 40 minutes.
                    
                ",9230.769231
907,3700000,"Ramprastha Colony, Ghaziabad, Delhi NCR",800,28.6589432,77.32223,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
",4625
908,16900000,"Sector 84, Gurgaon, Delhi NCR",3414,28.4028972,76.9782285,4,4,,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                        This Multistorey Apartment is located at 18th floor . Prime facilities are easily accessible from this place with SRS Hospital (3 km ). Other key neighbourhood are Indian Institute of Planning and Management (11 km ). 
                    
                ",4950.205038
909,13000000,"S block, Uppal Southend, Gurgaon, Delhi NCR",1600,28.40874481,77.04502106,3,3,2,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                        Freehold Builder Floor Apartment is located at the advantageous 2nd floor in a tower of total 2 floors. The Builder Floor Apartment construction is more than 5 to 10 years old. 
                    
                ",8125
910,5500000,"Indirapuram, Ghaziabad, Delhi NCR",960,28.63796787,77.34816731,2,2,,Ready to Move,Resale,,,,,Flat,"
",5729.166667
911,7080000,"Sector 88, Faridabad, Delhi NCR",1875,28.420501,77.356478,3,3,,Ready to Move,Resale,,,,,Flat,"
",3776
912,10500000,"Gh 12., Paschim Vihar, New Delhi - West, Delhi NCR",1400,28.6677244,77.0979515,2,2,2,Ready to Move,Resale,3,,0,"Near By temple , School , Hospital - Metro station",Flat,"
                    
                    
                    
                       Extendable to 03 Bed Room , Covered Bike Parking . Open Car Parking . 24X7 Security & Water . 02 Park in society . Flat Balcony is open on Main Road  of Society . Complete wood work in Kitchen and Bed room
                    
                ",7500
913,9000000,"Sohna Road, Uppal Southend, Gurgaon, Delhi NCR",1400,28.4087443,77.0450224,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",6428.571429
914,3500000,"Yamuna Expressway, Greater Noida, Uttar Pradesh, Tech Zone, Greater Noida, Delhi NCR",1115,28.310997,77.562296,2,2,2,Ready to Move,Resale,,,,,Individual House,"
",3139.013453
915,3300000,"Mehrauli, New Delhi - South, Delhi NCR",750,28.5201861,77.179158,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",4400
916,10000000,"Sector 67, Gurgaon, Delhi NCR",1488,28.386595,77.0605754,3,3,,Ready to Move,Resale,,Furnished,,,Individual House,"
",6720.430108
917,8500000,"Sector 95, Gurgaon, Delhi NCR",1910,28.420952,76.910875,3,3,3,Ready to Move,Resale,1,,2,,Flat,"
                    
                    
                    
                       Wooden flooring in the Master Bedroom, 3 Balconies with sliding doors. On the 10th floor with cross ventilation and sunlight.
                    
                ",4450.26178
918,7500000,"G T Road, Ghaziabad, Delhi NCR",1690,28.6769466,77.3959458,3,3,2,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
",4437.869822
919,6000000,"Sohna, Gurgaon, Delhi NCR",1264,28.266656,77.064897,2,2,3,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 1264 sq-ft, it is a good location property. Please contact for moreDetails.
                    
                ",4746.835443
920,9500000,"NRI Residency, Sec-45, Noida, Sector 45, Noida, Delhi NCR",1424,28.54653581,77.35266846,3,2,2,Ready to Move,New Property,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 1424 sq-ft, it is a good location property. Please contact for moreDetails.
                    
                ",6671.348315
921,3600000,"Om Sai Apartments, Palam Colony, New Delhi - Dwarka, Delhi NCR",639,28.5922719,77.0836826,2,2,,,Resale,,Semi-Furnished,,,Flat,"
",5633.802817
922,14500000,"Baharampur Naya, Gurgaon, Delhi NCR",1250,28.410373,77.09672,2,2,2,,Resale,1,Semi-Furnished,4,,Flat,"


                                Smart world Gurgaon Project In Sector 61 Is Spread Over A Prime Land Parcel Of 25 Acres Offering 2 &3Bhks With BasementterraceThis Opens Up A Very New Concept Of Living. Something That Exists In The Western World.Low Rise Condos Are Low Rise Developments In A Gated Communities Just Like High Rise Condos. Where You Will Have All The Amenities Of A High Rise Condo Community Like 24×7 Security, 100 Power Back Up Etc. They Would Most Certainly Have A Feel Of A Community With Opportunity To Bring Up Kids In A Secure Environment On The Other Hand Builder Floors Are Privately Developed Floors And
                            
more

",11600
923,3000000,"Yamuna Expressway, Greater Noida, Delhi NCR",1000,28.309616,77.55859,2,2,,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                        This spacious Multistorey Apartment is located at 21th floor in a tower of total 26 floors. 
                    
                ",3000
924,4800000,"Kiran Garden, New Delhi - West, Delhi NCR",900,28.61848831,77.04781342,3,2,1,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
                    
                    
                    
                       Builder floor apartment is available for sale. It has a covered area of 1850 sq-ft, it is a good location property. Please contact for more details.
                    
                ",5333.333333
925,3200000,"Greater Noida West, Greater Noida, Delhi NCR",875,28.606945,77.45557857,2,2,,Ready to Move,Resale,,,,,Flat,"
",3657.142857
926,6000000,"Sohna Road, Sector 33, Gurgaon, Delhi NCR",1100,28.4372909,77.0235049,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,"
",5454.545455
927,4280000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1475,28.70183798,77.42320672,3,2,3,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",2901.694915
928,6000000,"F-276, Laxmi Nagar, street no.21, Adjoining  AVB public school, Delhi -110092, Laxmi Nagar, New Delhi - East, Delhi NCR",900,28.63596725,77.26956177,3,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       Front open and greenery overview
                    
                ",6666.666667
929,6200000,"surajkund Road Sectore 21 C, Sector 21C, Faridabad, Delhi NCR",1100,28.42945701,77.29000305,2,2,3,Ready to Move,Resale,,,,Gym Khana Club,Flat,"
                    
                    
                    
                       Very Prime Location For Delhi /Gurgaon/Noida
                    
                ",5636.363636
930,9000000,"Sushant Lok Phase 3, Gurgaon, Delhi NCR",1200,28.4239653,77.0839297,2,2,3,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                        This Builder Floor Apartment is located at 3rd floor in a building of total 3 floors. Study Room is additionally available. Modern construction is done in this newly built Builder Floor Apartment. 
                    
                ",7500
931,13500000,"Orange Drive, Malibu Town, Gurgaon, Delhi NCR",1728,28.42242813,77.04646301,3,3,4,Ready to Move,Resale,,Semi-Furnished,1,Near Good Earth City Centre,Flat,"
                    
                    
                    
                       Luxurious Builder second Floor is available for sale with all amenities. lift, Reserved Car Parking, Prime Location
                    
                ",7812.5
932,8300000,"Subhash Nagar, New Delhi - West, Delhi NCR",1000,28.63835144,77.11314392,2,2,2,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It has covered area 1000 sq-ft, it is 2 BHK apartment. Please contact for more details.
                    
                ",8300
933,3500000,"Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",950,28.6809994,77.356998,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",3684.210526
934,2500000,"Mayur Vihar 3, New Delhi - East, Delhi NCR",800,28.61469078,77.3330307,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       A residential house is available for sale. It is a good location property. Please contact for more details.a
                    
                ",3125
935,8500000,"Sector 37D, Gurgaon, Delhi NCR, Sector 37C, Gurgaon, Delhi NCR",1500,28.44926,76.98476024,3,3,3,Ready to Move,Resale,1,,,,Individual House,"
",5666.666667
936,11500000,"Nightingale Rd, Phase 1, Vikaspuri, Delhi, Vikaspuri Block D, New Delhi - West, Delhi NCR",1200,28.640016,77.064811,3,2,2,Ready to Move,Resale,2,,,The Property Has good connectivity and Schools Close,Flat,"


                                Excellent Place To Live With all Major Amenities within 50 mtrs of the Gate, Secure with CC TV Camera. All Major School Buses and Metro Bus comes till Gate, Peaceful locatilty. The flat is a cosy one with Tiles and ceiling work done. New Wiring and plumbing done some 2 years ago
                            
more

",9583.333333
937,5000000,"Vaishali, Ghaziabad, Neelpadam Kunj Complex, Ghaziabad, Delhi NCR",936,28.64431,77.331787,2,2,2,Ready to Move,Resale,,,,,Individual House,"
",5341.880342
938,3500000,"Rajendra Park Block B, Gurgaon, Delhi NCR",800,28.49515724,77.00867462,2,2,2,Ready to Move,Resale,2,Unfurnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It has covered area 800 sq-ft, it is 2 BHK apartment. Please contact for more details.
                    
                ",4375
939,10000000,"Sector 75, Noida, Delhi NCR",1732,28.576256,77.383182,3,3,,Ready to Move,Resale,,,,,Individual House,"
",5773.672055
940,18500000,"Sector 62, Gurgaon, Sector 62, Gurgaon, Delhi NCR",2400,28.403349,77.088901,4,5,4,Ready to Move,Resale,2,,2,Heritage School Sector 62,Individual House,"


                                Available for sale 4 BHK with sq flat 2590 sq ft in heritage one sector 62 gurgaon    close to golf course extn road   well connected to golf course road   one of the peaceful location of gurgaon    Well maintained flat  with excellent wood work  nice interiors  modular kithchen branded fittings   24x7 power back up   gym pool play area daily needs shop all inside the  gated complex    24x7  security  resrved car parkings
                            
more

",7708.333333
941,5500000,"Chhattarpur, New Delhi - South, Delhi NCR",1100,28.4958944,77.1859976,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,I P S R College,Flat,"


                                Freehold Builder Floor Apartment is located at the advantageous 1st floor in a tower of total 5 floors. It is a relatively new property with construction age less than 5 yrs. Flooring of type Marble covers maximum part of the house. The location has easy access to, Oxford Angel Public School (0 km ), Abdul Gaffar Khan Market (0 km ), Apex Hospital (1 km ) and Chattarpur Metro Station (3 km ).
                            
more

",5000
942,12000000,"third floor plot no 3414, Sushant Lok 3 Extension, Gurgaon, Delhi NCR",2000,28.4180181,77.0760705,4,4,,Ready to Move,New Property,4,Semi-Furnished,1,HDFC School,Individual House,"
                    
                    
                    
                       vastu compliant ,rear side open space next to rail vihar 57
                    
                ",6000
943,6700000,"Pari Chowk, Greater Noida, Delhi NCR",1620,28.46103793,77.50762733,3,3,,Ready to Move,Resale,,,,,Flat,"
",4135.802469
944,2600000,"Lal Kuan, Ghaziabad, Delhi NCR",750,28.6336095,77.4713825,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",3466.666667
945,2700000,"""A"" Block DLF Dilshad Extn, Dlf Dilshad Extension, Ghaziabad, Delhi NCR",760,28.694197,77.329295,2,2,1,Ready to Move,Resale,1,Furnished,0,"2 Mins drive from Flora Dale, Green Field School",Flat,"
                    
                    
                    
                       Walking distance from Main Bus stand2 Mins drive from Dilshad Garden Metro Station
                    
                ",3552.631579
946,4500000,"plot no GH 05, tech zone-4, Greater noida, Uttar Pradesh-201010, Tech Zone, Greater Noida, Delhi NCR",1055,28.400922,77.51969,2,2,3,,Resale,,Unfurnished,,Ryan International School,Flat,"
                    
                    
                    
                       it is low floor and has a terrace for fourth floor owner.
                    
                ",4265.402844
947,4800000,"Chi 5, Greater Noida, Delhi NCR",1025,28.430981,77.507275,2,2,,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",4682.926829
948,8200000,"Sector 95, Gurgaon, Delhi NCR",1910,28.420952,76.910875,3,3,,Ready to Move,Resale,,,,,Flat,"
",4293.193717
949,5000000,"sec 1 near apex golf, Greater Noida West, Greater Noida, Delhi NCR",1385,28.58388698,77.43216868,3,2,4,Ready to Move,Resale,,,,sport city,Flat,"
                    
                    
                    
                       Golf veiw
                    
                ",3610.108303
950,19000000,"Vikaspuri Block C, New Delhi - West, Delhi NCR",1800,28.6350975,77.0711441,3,2,2,Ready to Move,Resale,2,Furnished,0,,Individual House,"
                    
                    
                    
                       Builder floor apartment is available for sale. It has covered area 1800 sq-ft, it is 3 BHK apartment. Please contact for more details.
                    
                ",10555.55556
951,4600000,"Sector 76, Noida, Sector 76, Noida, Delhi NCR",1015,28.56541475,77.383196,2,2,2,Ready to Move,Resale,1,,2,Near 100 Mtr. METRO Station,Flat,"


                                Fully modular kitchen, Wooden almira fitted in two rooms, Wooden flooring master bed room,Fitted ro system,Main gate (Iron)  fitted,Curtain rods fitted all window,Igl connection installed ,Fan fitted, All rooms & hall one side texture paint.
                            
more

",4532.019704
952,8920000,"Dwarka, New Delhi - Dwarka, Delhi NCR",900,28.57331085,77.04484558,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",9911.111111
953,11000000,"Sector 21 Surya Vihar-, Gurgaon, Delhi NCR",1900,28.51767159,77.07597351,3,3,2,Ready to Move,Resale,,Semi-Furnished,,kapashera border,Flat,"
                    
                    
                    
                       overall carpet area is well planned and rooms are big
                    
                ",5789.473684
